membership_id,check_in_date,check_in_time,check_out_time
UK1F2,20180226,296,917
UK1F2,20171116,188,602
UK1F2,20180125,9,465
UK1F2,20170624,92,762
UK1F2,20180424,441,952
UK1F2,20170414,1076,1164
UK1F2,20171211,988,1076
UK1F2,20180317,411,830
UK1F2,20171011,79,105
UK1F2,20170613,871,911
UK1F2,20170128,655,693
UK1F2,20170828,419,758
UK1F2,20170810,694,757
NB10J,20171212,397,443
NB10J,20170504,140,675
NB10J,20170512,389,933
NB10J,20170827,527,710
NB10J,20171101,105,155
NB10J,20170227,268,910
NB10J,20170726,890,1157
NB10J,20180312,534,614
NB10J,20170123,54,262
NB10J,20170218,328,541
NB10J,20171102,43,192
NB10J,20170507,949,1059
I827Y,20171008,612,1158
I827Y,20170102,270,469
I827Y,20180224,401,801
I827Y,20180429,125,460
I827Y,20171101,382,860
I827Y,20180129,957,967
I827Y,20180302,1075,1185
I827Y,20171104,767,995
I827Y,20170201,1141,1169
I827Y,20180413,329,972
I827Y,20180204,812,878
I827Y,20170706,607,944
I827Y,20170209,502,740
I827Y,20170328,373,633
I827Y,20170405,645,821
I827Y,20170406,498,1008
I827Y,20180319,77,350
I827Y,20170713,1009,1178
I827Y,20171123,627,924
I827Y,20180203,82,1087
I827Y,20170506,763,920
I827Y,20170926,1119,1176
I827Y,20170816,148,732
O86WU,20180406,508,1122
O86WU,20180225,688,1085
O86WU,20170525,72,567
O86WU,20170808,1179,1200
O86WU,20180401,433,796
O86WU,20170526,132,269
30Y1F,20170501,515,971
30Y1F,20180201,736,976
30Y1F,20170710,48,380
30Y1F,20180408,38,903
30Y1F,20170729,1066,1129
30Y1F,20171112,1145,1188
30Y1F,20170710,187,687
30Y1F,20180310,396,601
30Y1F,20180220,1089,1141
30Y1F,20170618,914,964
30Y1F,20180216,1101,1137
30Y1F,20170909,691,957
8G0Z2,20170216,1084,1153
8G0Z2,20170914,738,1112
8G0Z2,20170710,698,1087
8G0Z2,20171031,373,880
8G0Z2,20171224,1175,1192
8G0Z2,20170221,799,971
8G0Z2,20170707,88,971
8G0Z2,20170403,493,942
8G0Z2,20171108,1102,1167
8G0Z2,20170816,629,685
OBU3O,20171021,523,955
OBU3O,20170812,622,1124
OBU3O,20170415,805,818
OBU3O,20170811,292,401
OBU3O,20180329,593,898
OBU3O,20170517,313,1079
OBU3O,20170403,484,716
OBU3O,20180407,699,1161
OBU3O,20170315,260,1124
OBU3O,20170509,581,968
OBU3O,20170129,174,828
OBU3O,20170406,1169,1196
OBU3O,20170809,778,1190
OBU3O,20171022,331,757
OBU3O,20170619,684,1137
OBU3O,20180126,1156,1167
OBU3O,20170507,499,977
OBU3O,20171119,327,448
OBU3O,20170422,864,1149
I0UIP,20170124,687,1011
I0UIP,20170323,670,1184
I0UIP,20170326,620,1131
I0UIP,20171027,121,368
I0UIP,20170424,1023,1145
I0UIP,20180328,1091,1165
I0UIP,20180312,107,1075
I0UIP,20180126,746,1046
I0UIP,20170125,331,1117
I0UIP,20171024,564,1154
I0UIP,20170526,993,1004
I0UIP,20170304,735,1084
I0UIP,20170727,880,1039
I0UIP,20171203,891,983
I0UIP,20170201,1143,1184
I0UIP,20171007,95,167
I0UIP,20171114,851,1149
I0UIP,20170402,150,655
I0UIP,20170906,1019,1186
I0UIP,20171201,32,846
I0UIP,20170914,107,949
I0UIP,20170711,777,1086
I0UIP,20170110,632,1144
I0UIP,20171203,123,247
I0UIP,20180123,128,789
I0UIP,20170419,216,674
I0UIP,20170621,235,413
I0UIP,20170912,292,485
JY514,20170221,776,1115
JY514,20170209,592,597
JY514,20170928,258,979
JY514,20180330,1091,1102
JY514,20180107,465,1024
JY514,20180401,364,1087
JY514,20171026,56,810
JY514,20170630,204,947
JY514,20170823,319,640
JY514,20171026,1005,1127
JY514,20170809,1088,1189
JY514,20170726,589,832
JY514,20170108,1048,1082
JY514,20170310,4,1155
JY514,20180325,794,931
JY514,20171117,829,888
JY514,20170829,684,823
JY514,20170809,710,906
JY514,20170824,909,1068
JY514,20180323,642,656
JY514,20170619,222,480
JY514,20180318,1027,1048
JY514,20170826,1122,1145
E18IN,20180103,280,608
E18IN,20180402,294,1023
E18IN,20180309,512,583
E18IN,20170712,1014,1145
E18IN,20170314,1189,1192
E18IN,20180120,1181,1194
E18IN,20170803,166,574
E18IN,20171126,848,1067
E18IN,20171117,1189,1190
E18IN,20180418,544,1170
E18IN,20170824,586,1029
E18IN,20170627,243,1134
E18IN,20170530,28,521
E18IN,20170107,662,1186
E18IN,20170111,894,959
E18IN,20170910,235,451
E18IN,20171121,394,984
E18IN,20180318,673,810
E18IN,20170301,300,842
E18IN,20170618,964,1111
E18IN,20180215,756,1005
E18IN,20180315,1138,1170
E18IN,20170606,442,979
E18IN,20180105,9,1074
E18IN,20171120,1147,1190
E18IN,20171110,605,1085
E18IN,20171204,697,1004
E18IN,20170530,1113,1173
3OOJ1,20180215,954,1050
3OOJ1,20170830,896,1085
3OOJ1,20170121,885,978
3OOJ1,20180112,823,1073
3OOJ1,20170607,1156,1192
3OOJ1,20170507,953,1052
3OOJ1,20170831,153,1156
3OOJ1,20180205,955,989
3OOJ1,20170718,32,283
3OOJ1,20170615,1194,1199
3OOJ1,20180120,465,743
N36I5,20170518,421,436
N36I5,20170701,1072,1133
N36I5,20170608,733,868
N36I5,20170712,686,796
N36I5,20170307,29,594
N36I5,20171122,330,788
N36I5,20170828,692,1116
N36I5,20171007,667,759
N36I5,20180419,191,919
N36I5,20170423,410,548
C84S4,20171009,615,775
C84S4,20180412,1004,1122
C84S4,20171116,873,1036
C84S4,20170301,522,524
C84S4,20170802,1155,1167
C84S4,20170131,226,947
C84S4,20170913,987,1071
C84S4,20171031,228,573
C84S4,20170609,383,602
C84S4,20170122,923,1024
C84S4,20170311,859,1151
C84S4,20180411,827,1021
C84S4,20171231,1085,1158
C84S4,20180207,1102,1181
C84S4,20170504,88,809
C84S4,20171104,736,1181
C84S4,20171203,929,1096
C84S4,20171107,334,1071
C84S4,20170525,828,1000
C84S4,20171109,1105,1120
C84S4,20180220,843,1169
C84S4,20171011,885,1154
C84S4,20170309,830,846
C84S4,20170430,688,1023
C84S4,20180425,1180,1191
C84S4,20171029,244,568
C84S4,20170101,580,864
C84S4,20170112,1054,1131
C84S4,20171224,720,1069
C84S4,20180415,736,745
B5F34,20170128,63,838
B5F34,20171127,796,866
B5F34,20170719,1058,1088
B5F34,20180213,741,851
B5F34,20170706,655,1183
B5F34,20170727,308,373
B5F34,20170531,225,1150
B5F34,20180405,924,1195
B5F34,20170603,682,840
B5F34,20170721,1102,1130
B5F34,20170227,877,1129
B5F34,20170217,635,734
B5F34,20170527,107,864
B5F34,20170315,885,1164
B5F34,20170513,1049,1130
B5F34,20170412,1137,1194
6NAWM,20170303,316,533
6NAWM,20171106,561,1187
6NAWM,20171127,313,828
71BOE,20170121,604,1085
71BOE,20171009,767,995
71BOE,20170802,807,822
71BOE,20170303,208,209
71BOE,20170930,559,987
71BOE,20171224,1111,1155
71BOE,20170131,44,179
71BOE,20171031,971,1169
CGW3X,20171111,663,1185
CGW3X,20171107,1163,1181
CGW3X,20171110,568,693
CGW3X,20170609,259,395
CGW3X,20170714,195,977
CGW3X,20170430,42,919
CGW3X,20180306,1068,1190
CGW3X,20171008,594,597
CGW3X,20180320,785,931
CGW3X,20170921,707,755
CGW3X,20180219,909,1102
CGW3X,20170203,839,925
CGW3X,20170614,355,850
CGW3X,20170226,56,116
CGW3X,20180426,407,890
CGW3X,20170323,545,991
CGW3X,20171030,932,1063
CGW3X,20180112,349,825
CGW3X,20170829,710,1019
CGW3X,20180424,437,1030
CGW3X,20170131,64,265
CGW3X,20170923,852,930
CGW3X,20171119,186,1170
CGW3X,20171102,1184,1190
CGW3X,20170508,1071,1133
CGW3X,20170226,1181,1198
03487,20170802,158,832
03487,20170508,711,1011
03487,20180218,225,616
03487,20170916,231,899
03487,20170709,652,1163
03487,20170629,884,893
03487,20170615,779,956
03487,20180105,676,920
03487,20170515,397,1128
03487,20180123,71,960
03487,20170721,1104,1175
03487,20170401,82,301
03487,20170529,422,717
03487,20170804,174,760
03487,20170804,723,1125
03487,20170520,97,304
03487,20180424,1003,1086
03487,20171017,724,823
03487,20171005,235,913
03487,20171120,381,1199
03487,20180102,215,851
03487,20180308,176,1111
03487,20170511,44,755
03487,20171203,819,1187
7MRZ6,20170831,453,798
7MRZ6,20170526,541,966
7MRZ6,20170311,139,791
7MRZ6,20170727,707,1114
7MRZ6,20180311,847,908
7MRZ6,20170425,177,639
7MRZ6,20170926,484,644
7MRZ6,20170823,643,845
7MRZ6,20170518,730,855
72H2C,20170106,439,621
72H2C,20170920,717,798
72H2C,20170429,247,665
72H2C,20180419,442,521
72H2C,20171202,872,971
72H2C,20180103,43,46
72H2C,20170827,1154,1174
72H2C,20170428,140,488
72H2C,20170607,157,911
72H2C,20180319,412,869
72H2C,20170614,487,855
FA4N5,20170605,92,582
FA4N5,20180204,334,803
FA4N5,20180316,1147,1175
FA4N5,20180303,712,939
FA4N5,20170919,1169,1188
FA4N5,20171031,572,872
FA4N5,20180323,157,1083
FA4N5,20170202,567,824
FA4N5,20170510,20,67
FA4N5,20170809,1101,1102
FA4N5,20180430,440,718
FA4N5,20170703,241,462
FA4N5,20171117,39,1147
FA4N5,20170110,267,289
FA4N5,20180403,1048,1167
FA4N5,20170221,102,451
FA4N5,20170405,244,1189
FA4N5,20170224,52,247
FA4N5,20170318,393,413
3718M,20170719,466,691
3718M,20170402,549,721
3718M,20180412,215,673
3718M,20171223,693,1144
3718M,20180210,428,691
3718M,20171222,122,994
3718M,20170316,1067,1085
3718M,20180422,868,1011
3718M,20170319,952,1110
3718M,20170702,122,754
3718M,20170709,215,598
3718M,20170417,730,878
3718M,20171114,321,826
3718M,20170212,738,1198
3718M,20170403,449,694
3718M,20180116,579,637
3F8N0,20180426,1183,1187
3F8N0,20170816,193,258
3F8N0,20171208,318,925
3F8N0,20180125,432,902
3F8N0,20170720,298,625
3F8N0,20170305,199,383
3F8N0,20170418,241,652
3F8N0,20170519,148,891
3F8N0,20170216,880,886
3F8N0,20170623,1185,1195
3F8N0,20170928,581,893
3F8N0,20170424,912,928
3F8N0,20171124,947,1036
3F8N0,20171125,416,565
3F8N0,20171206,165,562
3F8N0,20170222,496,1084
3F8N0,20170518,348,1083
3F8N0,20171016,837,838
3F8N0,20170131,1123,1186
3F8N0,20170426,1018,1027
48100,20170410,113,191
48100,20170929,271,1016
48100,20180212,1026,1200
48100,20180405,1198,1199
48100,20170602,601,826
48100,20180322,67,356
48100,20170908,1167,1194
48100,20180207,963,1063
48100,20180302,795,902
48100,20180427,182,483
48100,20170514,78,527
48100,20170829,1043,1138
48100,20180320,784,876
48100,20170920,967,1009
48100,20170701,1136,1163
48100,20171122,431,606
48100,20170924,312,596
48100,20180126,346,886
48100,20171128,791,1171
48100,20170428,387,895
48100,20180216,438,1183
48100,20170501,495,1046
48100,20170904,900,1016
48100,20170824,954,1126
48100,20170505,1001,1084
48100,20180423,818,849
K3XEZ,20180426,842,1065
K3XEZ,20171023,504,657
K3XEZ,20170625,30,460
K3XEZ,20171223,36,1038
K3XEZ,20180407,1102,1160
K3XEZ,20170420,891,1054
K3XEZ,20170626,751,863
K3XEZ,20171205,803,958
K3XEZ,20170912,1050,1194
K3XEZ,20170705,281,667
K3XEZ,20170703,533,1150
0Y6DA,20171229,278,584
0Y6DA,20180102,769,1172
0Y6DA,20170323,418,565
0Y6DA,20170211,38,193
XTE42,20180205,1072,1134
XTE42,20170507,281,829
XTE42,20170320,203,583
XTE42,20170101,1188,1199
XTE42,20170917,138,1094
XTE42,20170620,647,861
XTE42,20171115,1085,1199
XTE42,20171206,1099,1185
XTE42,20170113,321,969
XTE42,20180120,859,1002
XTE42,20180118,1077,1092
XTE42,20180109,486,1124
XTE42,20170702,925,1038
XTE42,20170616,520,1093
XTE42,20171124,729,875
XTE42,20171021,1135,1168
XTE42,20180412,1082,1165
XTE42,20180227,818,1136
XTE42,20170427,974,994
XTE42,20170117,548,1037
XTE42,20180303,615,1186
XTE42,20180103,74,604
XTE42,20170320,751,875
XTE42,20180404,643,904
XTE42,20170420,556,869
XTE42,20171026,1083,1128
XTE42,20180307,1060,1179
XTE42,20170606,442,587
XTE42,20171115,1158,1176
XTE42,20171007,471,813
P876D,20170922,10,802
P876D,20170326,835,933
P876D,20170419,852,933
P876D,20180423,401,473
P876D,20180222,1060,1191
P876D,20170606,1010,1105
P876D,20170707,1061,1144
P876D,20170420,98,389
P876D,20170602,986,1014
P876D,20170619,416,1145
P876D,20170416,107,475
P876D,20180420,6,877
P876D,20170316,155,757
P876D,20180119,562,953
P876D,20170806,621,866
P876D,20170912,693,974
P876D,20170223,817,885
P876D,20170606,239,288
P876D,20180317,442,662
P876D,20170609,399,465
P876D,20170417,219,1017
P876D,20170613,820,914
P876D,20170601,490,956
P876D,20171115,715,1118
P876D,20170923,990,1085
P876D,20170701,614,953
530Q6,20180316,1013,1116
530Q6,20180420,135,776
530Q6,20170921,671,1043
530Q6,20170212,820,1008
530Q6,20180306,833,1198
530Q6,20170126,1183,1191
530Q6,20170303,89,159
530Q6,20171012,437,715
530Q6,20171231,151,239
530Q6,20180211,53,159
530Q6,20170505,730,1040
530Q6,20180409,961,1091
530Q6,20170603,524,560
530Q6,20170815,609,1036
530Q6,20170218,1020,1176
530Q6,20170417,190,556
530Q6,20170511,824,1017
2303S,20180130,180,1071
2303S,20170508,1075,1143
2303S,20171120,1061,1119
2303S,20180222,807,855
2303S,20180312,779,1086
2303S,20171109,1194,1199
I733Y,20170807,1177,1200
I733Y,20170315,207,784
I733Y,20180112,774,1164
I733Y,20170128,558,1189
I733Y,20170221,408,1080
I733Y,20171028,662,766
I733Y,20171112,609,837
I733Y,20170110,1130,1178
I733Y,20180301,54,786
I733Y,20170331,1182,1190
AD2A5,20171117,741,1133
AD2A5,20171031,891,1054
AD2A5,20170210,1070,1194
AD2A5,20170309,683,1189
AD2A5,20171215,905,1054
AD2A5,20180404,349,458
AD2A5,20170916,195,441
F83PZ,20170213,151,376
F83PZ,20180201,161,449
F83PZ,20170419,1016,1153
F83PZ,20170209,948,1175
F83PZ,20170116,633,691
F83PZ,20170515,516,1154
F83PZ,20171115,796,1084
F83PZ,20180418,583,1045
F83PZ,20170825,873,1002
F83PZ,20180423,821,1148
F83PZ,20170220,530,1193
F83PZ,20171109,210,283
F83PZ,20171117,1197,1199
F83PZ,20171021,75,789
F83PZ,20180311,100,915
F83PZ,20180203,776,1169
F83PZ,20170711,944,976
F83PZ,20180320,828,1196
F83PZ,20171007,1161,1164
F83PZ,20171007,663,688
F83PZ,20171022,834,860
F83PZ,20170502,926,997
F83PZ,20170713,654,1035
F83PZ,20170207,510,554
F83PZ,20170820,652,1029
F83PZ,20170228,963,1151
F83PZ,20170707,120,472
F83PZ,20170219,1181,1188
F83PZ,20170121,360,925
1AE2H,20171107,1,1046
1AE2H,20180131,903,984
1AE2H,20180404,425,692
1AE2H,20180109,461,944
1AE2H,20171113,446,1064
1AE2H,20180322,489,774
1AE2H,20171027,1141,1161
1AE2H,20180129,797,1086
1AE2H,20170429,984,1115
1AE2H,20170927,914,1107
1AE2H,20180119,668,751
1AE2H,20170430,685,949
1AE2H,20170410,11,848
1AE2H,20170723,79,163
1AE2H,20170610,577,659
TQU5U,20180427,607,875
TQU5U,20170928,1159,1181
TQU5U,20170101,381,1069
TQU5U,20171112,237,1057
06V71,20171224,1174,1181
06V71,20170331,329,927
7YL50,20170209,1123,1192
7YL50,20180425,124,973
7YL50,20170421,315,745
7YL50,20180426,1172,1182
7YL50,20171008,358,728
7YL50,20170413,1104,1148
7YL50,20171122,934,1158
7YL50,20170330,787,1153
7YL50,20170825,120,1007
7YL50,20170203,856,858
7YL50,20180123,571,641
7YL50,20171022,1094,1198
7YL50,20180315,1024,1143
YD4W4,20170625,489,744
YD4W4,20171002,485,672
YD4W4,20170907,104,294
YD4W4,20170211,1049,1090
YD4W4,20180311,1168,1181
YD4W4,20180405,156,903
YD4W4,20171230,670,887
YD4W4,20180103,1039,1176
YD4W4,20171223,957,994
YD4W4,20170412,754,960
7A4NF,20170219,160,1115
7A4NF,20170224,134,625
7A4NF,20180113,370,764
7A4NF,20180430,860,1143
7A4NF,20180413,308,547
7A4NF,20180425,937,1160
7A4NF,20170121,62,777
7A4NF,20170418,578,886
7A4NF,20180101,375,436
7A4NF,20180330,297,619
7A4NF,20170327,700,1056
7A4NF,20180409,498,1041
7A4NF,20170620,556,571
7A4NF,20180113,409,597
7A4NF,20170324,473,873
7A4NF,20170914,753,787
7A4NF,20170611,237,350
7A4NF,20170219,768,1173
7A4NF,20170306,1172,1190
7A4NF,20170528,105,934
7A4NF,20170416,582,830
7A4NF,20180405,927,1056
7A4NF,20170625,298,627
7A4NF,20180210,753,1140
7A4NF,20170824,116,978
J2033,20171003,225,1070
J2033,20180122,641,934
J2033,20170520,713,1053
J2033,20170707,479,1146
J2033,20170520,896,1042
J2033,20171112,700,1087
J2033,20180418,154,977
J2033,20171006,185,465
J2033,20171205,1067,1105
J2033,20180131,253,816
J2033,20180322,961,1042
J2033,20170915,640,649
J2033,20170905,1002,1091
J2033,20170628,365,502
J2033,20170909,336,941
J2033,20170326,1132,1173
J2033,20170701,125,287
J2033,20170210,1035,1107
J2033,20170101,242,955
J2033,20170615,238,1165
J2033,20180426,207,859
J2033,20170311,557,909
344VM,20180220,442,769
344VM,20170601,683,1020
344VM,20170131,86,208
344VM,20180123,928,1064
344VM,20170305,326,818
344VM,20170915,814,939
344VM,20180410,1169,1182
344VM,20180410,821,1111
344VM,20170125,315,1124
344VM,20171003,482,691
344VM,20180207,799,1143
344VM,20171117,949,1130
344VM,20170513,1181,1198
344VM,20170324,253,972
344VM,20170723,309,850
344VM,20171115,1194,1199
344VM,20171130,9,500
344VM,20170429,183,980
344VM,20170129,420,636
344VM,20180115,1087,1195
X377L,20180315,195,254
X377L,20170721,793,933
X377L,20170525,1051,1089
X377L,20180223,249,292
X377L,20170413,603,881
X377L,20180122,875,994
X377L,20180307,1020,1165
X377L,20170419,372,410
X377L,20170312,148,852
X377L,20171011,305,1071
X377L,20170416,5,182
X377L,20180215,465,694
X377L,20180315,784,1066
X377L,20171025,545,760
X377L,20170503,725,845
X377L,20170730,276,788
X377L,20170705,290,562
X377L,20170117,830,1070
X377L,20171031,16,28
X377L,20170501,996,1072
X377L,20170513,475,631
X377L,20170226,684,964
X377L,20171031,1144,1191
X377L,20170709,218,360
X377L,20180114,708,745
X377L,20180404,674,867
X377L,20180310,942,1084
X377L,20170227,887,1138
RXP8M,20171024,737,1101
RXP8M,20171002,566,831
RXP8M,20171013,368,1031
RXP8M,20180419,874,1128
RXP8M,20170127,1111,1172
RXP8M,20170902,955,1101
RXP8M,20170411,863,921
RXP8M,20180112,20,700
RXP8M,20171016,942,1059
RXP8M,20170120,464,1039
RXP8M,20180213,1046,1066
RXP8M,20170909,850,1197
RXP8M,20180325,1062,1154
RXP8M,20180131,847,1015
RXP8M,20170125,74,267
RXP8M,20170125,803,981
RXP8M,20180330,943,1004
RXP8M,20170713,266,291
RXP8M,20170801,1162,1165
RXP8M,20170703,933,1018
7OG72,20180222,420,749
7OG72,20170628,362,997
7OG72,20170307,527,591
7OG72,20170419,334,910
7OG72,20171219,478,1086
7OG72,20180410,393,462
7OG72,20180212,924,987
7OG72,20180423,140,768
7OG72,20170308,500,1173
7OG72,20170121,287,723
7OG72,20170913,100,669
7OG72,20170929,816,1160
7OG72,20180416,849,924
66Z13,20170518,33,1155
66Z13,20170227,707,1159
66Z13,20170219,1051,1125
66Z13,20170511,1148,1157
66Z13,20170123,61,769
66Z13,20170413,90,1090
66Z13,20170909,290,474
66Z13,20180321,775,973
66Z13,20171231,262,696
66Z13,20180405,1077,1156
66Z13,20170123,911,1031
66Z13,20180426,606,963
66Z13,20170130,1058,1120
66Z13,20171116,630,1188
66Z13,20170324,628,662
66Z13,20180416,21,602
66Z13,20180117,883,883
66Z13,20170307,256,732
CZ1H8,20170501,919,1038
CZ1H8,20170905,681,1055
CZ1H8,20171116,557,730
CZ1H8,20170104,493,1096
CZ1H8,20170220,997,1019
CZ1H8,20170317,380,1016
CZ1H8,20170620,218,740
CZ1H8,20170929,564,1145
CZ1H8,20170117,1149,1191
CZ1H8,20171023,496,1072
CZ1H8,20170620,647,765
CZ1H8,20170922,1123,1152
CZ1H8,20171017,637,1102
CZ1H8,20170927,161,238
CZ1H8,20171011,309,494
CZ1H8,20180220,294,646
CZ1H8,20170828,916,1091
7U8WH,20170525,302,524
7U8WH,20170721,587,837
7U8WH,20171128,789,1086
7U8WH,20180114,186,664
7U8WH,20170125,1149,1151
7U8WH,20180306,425,1198
5VE7U,20180419,55,1070
5VE7U,20170109,898,915
5VE7U,20170313,582,880
5VE7U,20180321,657,1010
5VE7U,20170926,189,299
5VE7U,20171115,543,593
5VE7U,20170727,694,1048
5VE7U,20180329,53,616
5VE7U,20171130,859,1074
5VE7U,20170127,489,1192
5VE7U,20170209,1162,1169
5VE7U,20170828,580,1035
5VE7U,20170622,271,717
5VE7U,20180417,1064,1102
5VE7U,20170714,748,1032
5VE7U,20180221,122,508
5VE7U,20180317,1136,1173
5VE7U,20170930,968,1164
5VE7U,20180305,621,901
5VE7U,20180103,462,661
5VE7U,20170416,870,940
5VE7U,20170730,240,1033
5VE7U,20170201,479,1188
5VE7U,20180315,356,812
5VE7U,20170622,341,465
5VE7U,20170522,549,896
5VE7U,20180412,602,735
5VE7U,20180118,924,1059
5VE7U,20180214,325,1005
5VE7U,20171122,761,1160
3DC24,20171229,387,1065
3DC24,20171104,446,1079
3DC24,20170419,329,568
3DC24,20171108,959,1184
3DC24,20170829,1162,1177
3DC24,20170603,178,1030
3DC24,20170112,1132,1138
3DC24,20171004,379,514
3DC24,20180219,307,1096
3DC24,20170831,812,818
3DC24,20171006,523,1143
3DC24,20170329,372,721
3DC24,20170517,301,601
3DC24,20170506,1154,1168
3DC24,20180222,74,194
3DC24,20171220,871,1196
3DC24,20171002,637,651
6LSTG,20180109,399,515
6LSTG,20171226,412,627
6LSTG,20170902,365,935
6LSTG,20171028,656,1115
6LSTG,20170408,217,226
6LSTG,20170708,717,942
6LSTG,20170312,857,872
6LSTG,20180206,109,257
6LSTG,20170507,803,1159
6LSTG,20171123,562,1071
6LSTG,20180318,153,794
551F6,20171213,208,1163
551F6,20180224,556,1134
551F6,20180226,448,1037
551F6,20170123,1198,1199
551F6,20171229,190,1174
551F6,20171223,638,1036
551F6,20170328,389,857
551F6,20170919,410,463
551F6,20170519,471,528
551F6,20170712,920,1152
551F6,20180127,311,633
551F6,20170718,1084,1150
551F6,20170501,788,862
551F6,20180318,67,919
551F6,20180304,972,1100
551F6,20180127,158,1076
551F6,20171121,271,756
551F6,20180428,337,620
551F6,20180226,111,130
551F6,20171023,711,788
551F6,20170105,750,1155
MYQ6A,20180419,593,1164
MYQ6A,20170328,1139,1174
MYQ6A,20170817,599,951
MYQ6A,20180104,398,909
MYQ6A,20170131,165,685
MYQ6A,20170321,563,861
MYQ6A,20171014,76,937
MYQ6A,20170806,121,445
MYQ6A,20171121,932,1197
MYQ6A,20170603,816,1132
MYQ6A,20170817,1128,1170
MYQ6A,20180123,936,1081
MYQ6A,20180112,994,1149
MYQ6A,20171217,441,899
MYQ6A,20170817,272,1048
MYQ6A,20170610,264,1191
MYQ6A,20170123,858,893
MYQ6A,20180124,84,341
MYQ6A,20170804,301,781
MYQ6A,20180411,54,718
MYQ6A,20170207,300,1183
MYQ6A,20171006,583,954
MYQ6A,20170525,775,959
MYQ6A,20170713,930,1197
MYQ6A,20170116,385,920
MYQ6A,20170321,609,726
MYQ6A,20170208,371,962
MYQ6A,20170507,816,884
MYQ6A,20180327,325,1052
J5IO8,20171016,192,588
J5IO8,20180211,1007,1099
J5IO8,20170106,15,1104
J5IO8,20170123,505,560
J5IO8,20170731,1014,1139
J5IO8,20170817,486,1113
J5IO8,20180312,280,598
J5IO8,20170423,25,1133
J5IO8,20171031,347,744
TLF67,20170106,523,901
TLF67,20180412,77,85
TLF67,20170517,922,1007
TLF67,20170808,214,1117
TLF67,20170306,303,648
TLF67,20180304,479,981
TLF67,20170324,727,901
TLF67,20180405,855,912
TLF67,20170821,202,579
TLF67,20180308,62,306
TLF67,20180130,26,560
TLF67,20180410,1007,1150
TLF67,20171025,128,1141
TLF67,20170503,460,1025
TLF67,20171223,662,806
TLF67,20170128,619,1028
TLF67,20170512,457,548
TLF67,20170325,723,805
TLF67,20170201,314,337
TLF67,20170712,467,650
TLF67,20170610,565,715
TLF67,20171114,1045,1076
76W33,20170822,291,843
76W33,20170804,600,886
76W33,20170507,272,1015
76W33,20171118,101,1086
76W33,20180104,230,507
76W33,20180402,750,946
76W33,20171112,249,949
